date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,zipcode,lat,long
2014-05-07,519950.0,3.0,2.25,1170.0,1249.0,3.0,0.0,0.0,3,8,0,2014,98107,47.6722,-122.381
2014-06-27,665000.0,2.0,1.0,1110.0,3200.0,1.0,0.0,0.0,3,7,0,1925,98119,47.6338,-122.35799999999999
2014-07-08,527700.0,5.0,2.5,2820.0,9375.0,1.0,0.0,0.0,4,8,1,1968,98006,47.5707,-122.12799999999999
2015-05-08,205000.0,3.0,1.0,1610.0,8579.0,1.0,0.0,0.0,4,7,1,1962,98058,47.4563,-122.171
2015-04-15,420000.0,3.0,1.0,1060.0,8097.0,1.0,0.0,0.0,4,7,1,1923,98133,47.7144,-122.351
2015-02-27,500000.0,4.0,2.25,2030.0,8517.0,1.0,0.0,0.0,4,8,1,1961,98006,47.5495,-122.17399999999999
2014-06-25,890000.0,4.0,1.0,2550.0,4000.0,2.0,0.0,0.0,3,8,1,1905,98109,47.6354,-122.353
2014-10-30,258000.0,5.0,2.0,2260.0,12500.0,1.0,0.0,0.0,4,8,1,1960,98032,47.3887,-122.286
2014-11-04,511000.0,3.0,1.0,1430.0,3455.0,1.0,0.0,0.0,3,7,1,1947,98103,47.6873,-122.336
2014-08-20,532170.0,3.0,2.0,1360.0,3090.0,2.0,0.0,0.0,3,8,0,1990,98103,47.6838,-122.353
2015-04-09,560000.0,3.0,1.0,1110.0,5000.0,1.5,0.0,0.0,3,7,0,1947,98107,47.655,-122.359
2015-03-31,282950.0,3.0,1.0,1250.0,8200.0,1.0,0.0,0.0,4,7,0,1954,98003,47.3255,-122.304
2014-05-16,350000.0,1.0,1.0,700.0,5100.0,1.0,0.0,0.0,3,7,0,1942,98115,47.678999999999995,-122.3
2014-07-28,215000.0,3.0,1.0,1180.0,7669.0,1.0,0.0,0.0,4,7,0,1967,98058,47.4479,-122.176
2014-11-20,650000.0,5.0,3.5,3960.0,25245.0,2.0,0.0,0.0,3,9,1,1996,98056,47.525,-122.17200000000001
2014-08-07,320000.0,4.0,2.75,2640.0,7500.0,1.0,0.0,0.0,3,8,1,1967,98023,47.3135,-122.369
2014-11-13,247000.0,3.0,2.0,1270.0,7198.0,1.5,0.0,0.0,3,7,0,1916,98022,47.2086,-121.99600000000001
2014-10-03,320000.0,4.0,1.75,1760.0,11180.0,1.0,0.0,0.0,4,8,0,1968,98059,47.4715,-122.118
2014-05-07,255000.0,5.0,2.25,2060.0,8632.0,1.0,0.0,0.0,3,7,1,1962,98146,47.4877,-122.335
2015-03-09,438000.0,3.0,1.75,1780.0,9660.0,1.0,0.0,0.0,3,7,0,1962,98034,47.7171,-122.193
2015-03-04,900000.0,3.0,2.5,3400.0,16603.0,2.0,0.0,0.0,3,10,0,2000,98075,47.6012,-122.023
2014-06-20,441000.0,3.0,2.75,1910.0,7280.0,1.0,0.0,0.0,3,7,1,1979,98034,47.7319,-122.22399999999999
2014-08-12,420000.0,3.0,2.0,2020.0,38332.0,1.0,0.0,0.0,4,7,1,1975,98027,47.4582,-122.023
2014-12-08,370000.0,3.0,1.75,1580.0,7000.0,1.0,0.0,0.0,3,7,1,1976,98034,47.7209,-122.16799999999999
2015-02-19,269950.0,2.0,1.75,1340.0,7250.0,1.0,0.0,0.0,5,5,1,1949,98198,47.408,-122.32700000000001
2015-03-24,807100.0,4.0,2.5,2680.0,4499.0,2.0,0.0,0.0,3,9,0,1999,98006,47.565,-122.125
2014-06-05,653000.0,3.0,2.5,2680.0,9750.0,1.0,0.0,0.0,4,8,1,1979,98034,47.7028,-122.23100000000001
2014-06-11,371500.0,3.0,2.0,1370.0,8336.0,1.0,0.0,0.0,5,7,0,1964,98133,47.7458,-122.331
2015-03-16,284000.0,3.0,1.75,1560.0,21000.0,1.0,0.0,0.0,3,7,0,1954,98166,47.4776,-122.337
2015-01-02,272000.0,3.0,1.75,2160.0,7140.0,1.0,0.0,0.0,4,7,1,1978,98023,47.3026,-122.374
2014-05-02,313000.0,3.0,1.5,1340.0,7912.0,1.5,0.0,0.0,3,7,0,1955,98133,47.7658,-122.339
2015-01-16,917500.0,4.0,2.5,3880.0,35003.0,2.0,0.0,0.0,3,10,1,1984,98033,47.6477,-122.182
2014-09-29,673000.0,4.0,2.25,2590.0,8190.0,2.0,0.0,0.0,4,8,0,1980,98006,47.5619,-122.125
2015-02-10,425000.0,3.0,2.5,1120.0,1100.0,2.0,0.0,0.0,3,8,1,2008,98122,47.6106,-122.31
2014-07-09,399950.0,5.0,2.75,1970.0,5400.0,1.0,0.0,0.0,3,7,1,1986,98144,47.5868,-122.30799999999999
2014-05-30,385000.0,3.0,1.0,1220.0,4800.0,1.0,0.0,0.0,3,6,0,1901,98122,47.6101,-122.307
2014-11-17,269950.0,3.0,1.5,1950.0,7560.0,1.0,0.0,2.0,4,7,1,1975,98022,47.1976,-121.999
2015-01-07,330000.0,2.0,1.0,1350.0,8220.0,1.0,0.0,0.0,3,7,1,1949,98177,47.7224,-122.35799999999999
2014-07-25,260000.0,3.0,2.5,1670.0,5797.0,2.0,0.0,0.0,3,7,0,1988,98030,47.3505,-122.179
2015-04-14,470000.0,4.0,3.0,2380.0,5125.0,1.5,0.0,0.0,4,7,1,1925,98126,47.5384,-122.376
2014-06-13,589000.0,4.0,3.0,2440.0,9600.0,2.0,0.0,0.0,5,7,0,1961,98034,47.7044,-122.2
2014-07-23,163500.0,2.0,1.5,1050.0,3419.0,2.0,0.0,0.0,3,7,0,1996,98038,47.3848,-122.039
2014-09-05,835000.0,4.0,2.75,3130.0,13412.0,2.0,0.0,0.0,3,9,1,1993,98052,47.6993,-122.102
2014-11-21,1100000.0,5.0,3.0,4090.0,12850.0,1.0,0.0,2.0,4,10,1,1986,98033,47.6627,-122.18799999999999
2015-04-15,269000.0,4.0,1.75,1490.0,10000.0,1.0,0.0,0.0,4,8,1,1969,98023,47.3099,-122.37899999999999
2014-05-05,560000.0,3.0,2.5,1900.0,8744.0,2.0,0.0,0.0,3,8,0,1987,98074,47.62,-122.04299999999999
2015-04-18,615000.0,4.0,1.0,1330.0,2400.0,1.5,0.0,0.0,4,6,0,1901,98103,47.65,-122.34
2014-12-05,585188.0,3.0,2.25,2230.0,10026.0,1.0,0.0,0.0,3,8,1,1975,98052,47.6647,-122.15299999999999
2014-08-18,305000.0,3.0,1.75,1650.0,9480.0,1.0,0.0,0.0,3,7,1,1977,98034,47.726000000000006,-122.191
2014-11-05,166950.0,3.0,1.0,1190.0,8820.0,1.0,0.0,0.0,3,6,0,1959,98058,47.4616,-122.184
2014-09-12,799000.0,3.0,2.5,2140.0,9897.0,1.0,0.0,0.0,4,8,0,1959,98040,47.5505,-122.219
2014-06-25,400000.0,3.0,2.5,2180.0,7508.0,1.0,0.0,0.0,4,7,1,1962,98133,47.7606,-122.336
2014-12-01,230000.0,3.0,1.0,1060.0,10228.0,1.0,0.0,0.0,3,7,0,1948,98155,47.7481,-122.3
2014-05-15,256883.0,3.0,2.5,1690.0,5025.0,2.0,0.0,0.0,3,8,0,2003,98023,47.2779,-122.34700000000001
2014-11-11,423000.0,4.0,2.0,1970.0,6480.0,1.5,0.0,0.0,5,7,1,1920,98108,47.5511,-122.31200000000001
2014-07-23,465000.0,3.0,2.5,2150.0,4084.0,2.0,0.0,0.0,3,8,0,2007,98126,47.5488,-122.37200000000001
2015-03-11,210000.0,3.0,1.0,860.0,11725.0,1.0,0.0,0.0,4,6,0,1943,98056,47.5093,-122.184
2014-11-12,297000.0,3.0,2.5,1940.0,14952.0,2.0,0.0,0.0,3,8,0,1994,98042,47.3777,-122.165
2014-07-16,470000.0,3.0,1.0,1010.0,5000.0,1.0,0.0,0.0,3,7,0,1952,98107,47.675,-122.39399999999999
2014-08-04,226500.0,3.0,1.5,1300.0,7370.0,1.0,0.0,0.0,4,7,1,1976,98023,47.3025,-122.37
2015-03-03,274250.0,3.0,1.0,910.0,8450.0,1.0,0.0,0.0,4,6,0,1962,98059,47.4787,-122.15799999999999
2014-08-04,840000.0,4.0,1.75,2480.0,11010.0,1.0,0.0,0.0,4,9,1,1966,98040,47.5378,-122.219
2014-09-19,677900.0,3.0,2.5,2440.0,4587.0,2.0,0.0,0.0,3,8,0,2010,98052,47.7073,-122.11399999999999
2015-02-05,425000.0,3.0,1.0,1010.0,5864.0,1.0,0.0,0.0,3,7,0,1915,98116,47.5733,-122.381
2014-11-23,180250.0,2.0,0.75,900.0,9600.0,1.0,0.0,0.0,3,6,0,1941,98166,47.4604,-122.339
2014-07-17,464000.0,6.0,3.0,2300.0,3404.0,2.0,0.0,0.0,3,7,1,1920,98133,47.7067,-122.34299999999999
2015-04-22,320000.0,4.0,2.25,1550.0,7579.0,2.0,0.0,0.0,3,8,0,1993,98038,47.354,-122.04700000000001
2014-07-17,625504.0,3.0,2.25,1270.0,1566.0,2.0,0.0,0.0,3,8,1,2014,98105,47.6647,-122.28399999999999
2014-05-15,592500.0,4.0,2.5,2240.0,12032.0,1.0,0.0,0.0,3,9,0,1983,98074,47.6143,-122.01700000000001
2015-01-14,465000.0,3.0,2.5,2714.0,17936.0,2.0,0.0,0.0,3,9,0,2005,98001,47.3185,-122.275
2014-05-27,477000.0,4.0,2.75,1720.0,6270.0,2.0,0.0,0.0,3,8,0,1978,98118,47.5458,-122.26799999999999
2015-01-15,280000.0,2.0,1.0,850.0,16400.0,1.0,0.0,0.0,3,6,0,1923,98168,47.4889,-122.29899999999999
2015-02-21,1510000.0,5.0,3.0,3300.0,33474.0,1.0,0.0,3.0,3,9,1,1957,98040,47.5673,-122.21
2014-07-03,445838.0,3.0,2.5,2250.0,5692.0,2.0,0.0,0.0,3,8,0,2000,98146,47.5133,-122.37899999999999
2014-08-28,1070000.0,2.0,2.25,3900.0,14864.0,1.0,0.0,3.0,3,8,1,1947,98144,47.5884,-122.291
2014-10-23,467000.0,2.0,1.5,1320.0,10800.0,1.0,0.0,0.0,4,8,0,1947,98177,47.7145,-122.367
2014-08-22,686000.0,4.0,2.5,2760.0,6440.0,2.0,0.0,0.0,3,10,0,1999,98075,47.5836,-122.02600000000001
2014-06-05,279950.0,3.0,2.0,1750.0,9750.0,1.0,0.0,0.0,3,7,1,1961,98198,47.398,-122.29899999999999
2014-09-04,527000.0,4.0,2.25,2330.0,19436.0,2.0,0.0,0.0,3,8,0,1987,98011,47.7663,-122.215
